TYPE_INTER,MACHINE,KEY,MARQUE,METROPOLE,Type_tarif,Montant,PROD
PREVENTIVE,TOWER GEMINI,PREVENTIVE_TOWER GEMINI,NESHU,1,Remise niv1,82,1
PREVENTIVE,TOWER GEMINI,PREVENTIVE_TOWER GEMINI,NESHU,1,Remise niv2,82,1
PREVENTIVE,TOWER GEMINI,PREVENTIVE_TOWER GEMINI,NESHU,1,Tarif normal,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,0,Remise niv1,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,0,Remise niv2,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,0,Tarif normal,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,1,Remise niv1,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,1,Remise niv2,82,1
PREVENTIVE,ZENIUS,PREVENTIVE_ZENIUS,NESHU,1,Tarif normal,82,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,AGUILA2,REMISE_EN_ETAT_AGUILA2,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,AGUILA4,REMISE_EN_ETAT_AGUILA4,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,DISP GEMINI,REMISE_EN_ETAT_DISP GEMINI,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,DISP MINI,REMISE_EN_ETAT_DISP MINI,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,DISP SBS,REMISE_EN_ETAT_DISP SBS,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,FONTAINE A EAU,REMISE_EN_ETAT_FONTAINE A EAU,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,GEMINI,REMISE_EN_ETAT_GEMINI,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,LAVE VERRES,REMISE_EN_ETAT_LAVE VERRES,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,LAVE VERRES,REMISE_EN_ETAT_LAVE VERRES,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,LAVE VERRES,REMISE_EN_ETAT_LAVE VERRES,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,M100,REMISE_EN_ETAT_M100,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,M200,REMISE_EN_ETAT_M200,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,MILANO,REMISE_EN_ETAT_MILANO,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,MINITOW,REMISE_EN_ETAT_MINITOW,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,MODULOTHE,REMISE_EN_ETAT_MODULOTHE,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,SNACKING,REMISE_EN_ETAT_SNACKING,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,TOWER GEMINI,REMISE_EN_ETAT_TOWER GEMINI,NESHU,1,Tarif normal,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,0,Remise niv1,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,0,Remise niv2,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,0,Tarif normal,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,1,Remise niv1,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,1,Remise niv2,87,1
REMISE_EN_ETAT,ZENIUS,REMISE_EN_ETAT_ZENIUS,NESHU,1,Tarif normal,87,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,0,Remise niv1,165,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,0,Remise niv2,121,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,0,Tarif normal,220,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,1,Remise niv1,165,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,1,Remise niv2,121,1
CURATIVE H-4,FRIGO NU,CURATIVE H-4_FRIGO NU,NU,1,Tarif normal,220,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,0,Remise niv1,158,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,0,Remise niv2,116,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,0,Tarif normal,210,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,1,Remise niv1,135,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,1,Remise niv2,99,1
CURATIVE J+1,FRIGO NU,CURATIVE J+1_FRIGO NU,NU,1,Tarif normal,180,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,0,Remise niv1,135,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,0,Remise niv2,99,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,0,Tarif normal,180,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,1,Remise niv1,113,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,1,Remise niv2,83,1
CURATIVE J+2,FRIGO NU,CURATIVE J+2_FRIGO NU,NU,1,Tarif normal,150,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,0,Remise niv1,94,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,0,Remise niv2,69,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,0,Tarif normal,125,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,1,Remise niv1,71,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,1,Remise niv2,52,1
DESINSTALLATION,FRIGO NU,DESINSTALLATION_FRIGO NU,NU,1,Tarif normal,95,1
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,0,Remise niv1,203,2
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,0,Remise niv2,149,2
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,0,Tarif normal,270,2
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,1,Remise niv1,180,2
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,1,Remise niv2,132,2
INSTALLATION,FRIGO NU,INSTALLATION_FRIGO NU,NU,1,Tarif normal,240,2
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,0,Remise niv1,94,1
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,0,Remise niv2,69,1
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,0,Tarif normal,125,1
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,1,Remise niv1,71,1
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,1,Remise niv2,52,1
PREVENTIVE,FRIGO NU,PREVENTIVE_FRIGO NU,NU,1,Tarif normal,95,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,0,Remise niv1,135,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,0,Remise niv2,99,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,0,Tarif normal,180,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,1,Remise niv1,113,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,1,Remise niv2,83,1
CURATIVE H-4,FONTAINE TWYD,CURATIVE H-4_FONTAINE TWYD,TWYD,1,Tarif normal,150,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,0,Remise niv1,116,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,0,Remise niv2,85,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,0,Tarif normal,155,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,1,Remise niv1,94,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,1,Remise niv2,69,1
CURATIVE J+1,FONTAINE TWYD,CURATIVE J+1_FONTAINE TWYD,TWYD,1,Tarif normal,125,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,0,Remise niv1,101,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,0,Remise niv2,74,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,0,Tarif normal,135,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,1,Remise niv1,79,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,1,Remise niv2,58,1
CURATIVE J+2,FONTAINE TWYD,CURATIVE J+2_FONTAINE TWYD,TWYD,1,Tarif normal,105,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,0,Remise niv1,124,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,0,Remise niv2,91,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,0,Tarif normal,165,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,1,Remise niv1,101,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,1,Remise niv2,74,1
DESINSTALLATION,FONTAINE TWYD,DESINSTALLATION_FONTAINE TWYD,TWYD,1,Tarif normal,135,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,0,Remise niv1,124,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,0,Remise niv2,91,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,0,Tarif normal,165,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,1,Remise niv1,101,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,1,Remise niv2,74,1
INSTALLATION,FONTAINE TWYD,INSTALLATION_FONTAINE TWYD,TWYD,1,Tarif normal,135,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,0,Remise niv1,94,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,0,Remise niv2,69,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,0,Tarif normal,125,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,1,Remise niv1,71,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,1,Remise niv2,52,1
PREVENTIVE,FONTAINE TWYD,PREVENTIVE_FONTAINE TWYD,TWYD,1,Tarif normal,95,1
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,0,Remise niv1,87,2
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,0,Remise niv2,87,2
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,0,Tarif normal,87,2
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,1,Remise niv1,87,2
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,1,Remise niv2,87,2
PREPA ATELIER,MILANO,PREPA ATELIER_MILANO,NESHU,1,Tarif normal,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,0,Remise niv1,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,0,Remise niv2,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,0,Tarif normal,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,1,Remise niv1,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,1,Remise niv2,87,2
PREPA ATELIER,SNACKING,PREPA ATELIER_SNACKING,NESHU,1,Tarif normal,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,0,Remise niv1,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,0,Remise niv2,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,0,Tarif normal,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,1,Remise niv1,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,1,Remise niv2,87,2
PREPA ATELIER,MINITOW,PREPA ATELIER_MINITOW,NESHU,1,Tarif normal,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Remise niv1,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Remise niv2,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Tarif normal,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Remise niv1,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Remise niv2,87,2
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Tarif normal,87,2
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Remise niv1,82,1
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Remise niv2,82,1
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Tarif normal,82,1
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Remise niv1,82,1
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Remise niv2,82,1
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Tarif normal,82,1